   1.0000000000000000e+00   6.8000000000000000e+01   2.6221575878039028e-15   0.0000000000000000e+00   1.0000000000000000e+00   1.9000000000000000e+01   9.7417187703124326e-17   0.0000000000000000e+00
   2.0000000000000000e+00   6.7000000000000000e+01   8.1491295685589771e-02   0.0000000000000000e+00   2.0000000000000000e+00   2.0000000000000000e+01  -1.4900603144575392e-02   0.0000000000000000e+00
   3.0000000000000000e+00   6.6000000000000000e+01  -1.5981206899963837e-02   0.0000000000000000e+00   3.0000000000000000e+00   2.1000000000000000e+01   4.2577247839477062e-16   0.0000000000000000e+00
   4.0000000000000000e+00   6.5000000000000000e+01  -7.3032004130184569e-02   0.0000000000000000e+00   4.0000000000000000e+00   2.2000000000000000e+01  -2.5648944481613295e-16   0.0000000000000000e+00
   5.0000000000000000e+00   6.4000000000000000e+01   3.9511450497032733e-03   0.0000000000000000e+00   5.0000000000000000e+00   2.3000000000000000e+01   2.6558141175848538e-02   0.0000000000000000e+00
   6.0000000000000000e+00   6.3000000000000000e+01   2.0323020422458843e-02   0.0000000000000000e+00   6.0000000000000000e+00   2.4000000000000000e+01  -3.7509874747000406e-16   0.0000000000000000e+00
   7.0000000000000000e+00   6.2000000000000000e+01   6.7077017024291405e-02   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   8.0000000000000000e+00   1.3700000000000000e+02  -1.6947199924685818e-01   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   9.0000000000000000e+00   1.3600000000000000e+02   1.3305969611685895e-02   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   1.0000000000000000e+01   1.3500000000000000e+02   1.1953996020685899e-01   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
