   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   2.1564869994108110e-03   0.0000000000000000e+00
   2.0000000000000000e+00   2.0000000000000000e+00   3.0000000000000000e+00   2.1564869994108362e-03   0.0000000000000000e+00
   3.0000000000000000e+00   3.0000000000000000e+00   4.0000000000000000e+00   2.3165762267086916e-03   0.0000000000000000e+00
   4.0000000000000000e+00   4.0000000000000000e+00   5.0000000000000000e+00   2.3165762267086929e-03   0.0000000000000000e+00
   5.0000000000000000e+00   5.0000000000000000e+00   4.7000000000000000e+01   2.7602085128793988e-03   0.0000000000000000e+00
   6.0000000000000000e+00   4.7000000000000000e+01   4.8000000000000000e+01   2.7602085128795219e-03   0.0000000000000000e+00
   7.0000000000000000e+00   4.8000000000000000e+01   4.9000000000000000e+01   2.4390210784784225e-03   0.0000000000000000e+00
   8.0000000000000000e+00   4.9000000000000000e+01   5.0000000000000000e+01   2.4390210784784225e-03   0.0000000000000000e+00
   9.0000000000000000e+00   5.0000000000000000e+01   5.1000000000000000e+01   3.7547474483722743e-03   0.0000000000000000e+00
   1.0000000000000000e+01   5.1000000000000000e+01   5.2000000000000000e+01   2.3006184026398246e-03   0.0000000000000000e+00
   1.1000000000000000e+01   5.2000000000000000e+01   5.3000000000000000e+01   2.3006184026398212e-03   0.0000000000000000e+00
   1.2000000000000000e+01   5.3000000000000000e+01   1.1800000000000000e+02   2.1703711459891009e-03   0.0000000000000000e+00
   1.3000000000000000e+01   1.1800000000000000e+02   1.1900000000000000e+02   2.1703711459891083e-03   0.0000000000000000e+00
   1.4000000000000000e+01   1.1900000000000000e+02   1.2000000000000000e+02   2.2198393048942417e-03   0.0000000000000000e+00
   1.5000000000000000e+01   1.2000000000000000e+02   1.2100000000000000e+02   2.2198393048942270e-03   0.0000000000000000e+00
   1.6000000000000000e+01   1.2100000000000000e+02   1.2200000000000000e+02   1.9941424590905364e-03   0.0000000000000000e+00
   1.7000000000000000e+01   1.2200000000000000e+02   1.2300000000000000e+02   1.9941424590905355e-03   0.0000000000000000e+00
   1.8000000000000000e+01   1.2300000000000000e+02   1.2400000000000000e+02   3.0260573489156841e-03   0.0000000000000000e+00
   1.9000000000000000e+01   1.2400000000000000e+02   1.2500000000000000e+02   2.9210825413714982e-03   0.0000000000000000e+00
   2.0000000000000000e+01   1.2500000000000000e+02   1.8200000000000000e+02   3.1278059619086903e-03   0.0000000000000000e+00
   2.1000000000000000e+01   1.8200000000000000e+02   1.8300000000000000e+02   3.1278060800537383e-03   0.0000000000000000e+00
   2.2000000000000000e+01   1.8300000000000000e+02   1.8400000000000000e+02   2.9949013080442315e-03   0.0000000000000000e+00
   2.3000000000000000e+01   1.8400000000000000e+02   1.8500000000000000e+02   2.7734652421188845e-03   0.0000000000000000e+00
   2.4000000000000000e+01   1.8500000000000000e+02   1.8600000000000000e+02   2.5906135293296772e-03   0.0000000000000000e+00
   2.5000000000000000e+01   1.8600000000000000e+02   1.8700000000000000e+02   2.5758241710022241e-03   0.0000000000000000e+00
   2.6000000000000000e+01   1.8700000000000000e+02   1.8800000000000000e+02   2.7403611606775713e-03   0.0000000000000000e+00
   2.7000000000000000e+01   1.8800000000000000e+02   2.3000000000000000e+02   3.0269100977004921e-03   0.0000000000000000e+00
   2.8000000000000000e+01   2.3000000000000000e+02   2.3100000000000000e+02   2.6863183182917138e-03   0.0000000000000000e+00
   2.9000000000000000e+01   2.3100000000000000e+02   2.3200000000000000e+02   1.8698179368760903e-03   0.0000000000000000e+00
   3.0000000000000000e+01   2.3200000000000000e+02   2.3300000000000000e+02   2.0031724151828496e-03   0.0000000000000000e+00
   3.1000000000000000e+01   2.3300000000000000e+02   2.3400000000000000e+02   2.0607796770310350e-03   0.0000000000000000e+00
   3.2000000000000000e+01   2.3400000000000000e+02   2.3500000000000000e+02   1.8490696756117257e-03   0.0000000000000000e+00
