   1.0000000000000000e+00   6.2000000000000000e+01
   2.0000000000000000e+00   6.1000000000000000e+01
   3.0000000000000000e+00   6.0000000000000000e+01
   4.0000000000000000e+00   5.9000000000000000e+01
   5.0000000000000000e+00   5.8000000000000000e+01
   0.0000000000000000e+00   5.7000000000000000e+01
   0.0000000000000000e+00   5.6000000000000000e+01
   0.0000000000000000e+00   5.5000000000000000e+01
   0.0000000000000000e+00   5.4000000000000000e+01
   0.0000000000000000e+00   5.3000000000000000e+01
   1.4000000000000000e+01   1.0000000000000000e+00
   1.5000000000000000e+01   2.0000000000000000e+00
   1.6000000000000000e+01   3.0000000000000000e+00
   1.7000000000000000e+01   4.0000000000000000e+00
   1.8000000000000000e+01   5.0000000000000000e+00
   0.0000000000000000e+00   6.0000000000000000e+00
   0.0000000000000000e+00   7.0000000000000000e+00
   0.0000000000000000e+00   8.0000000000000000e+00
   0.0000000000000000e+00   0.0000000000000000e+00
   0.0000000000000000e+00   0.0000000000000000e+00
   1.0000000000000000e+00   1.3200000000000000e+02
   2.0000000000000000e+00   1.3100000000000000e+02
   3.0000000000000000e+00   1.3000000000000000e+02
   4.0000000000000000e+00   1.2900000000000000e+02
   5.0000000000000000e+00   1.2800000000000000e+02
   6.0000000000000000e+00   1.2700000000000000e+02
   7.0000000000000000e+00   1.2600000000000000e+02
   8.0000000000000000e+00   1.2500000000000000e+02
   9.0000000000000000e+00   0.0000000000000000e+00
   1.0000000000000000e+01   0.0000000000000000e+00
   1.4000000000000000e+01   1.0000000000000000e+00
   1.3000000000000000e+01   2.0000000000000000e+00
   1.2000000000000000e+01   3.0000000000000000e+00
   1.1000000000000000e+01   4.0000000000000000e+00
   1.0000000000000000e+01   5.0000000000000000e+00
   9.0000000000000000e+00   6.0000000000000000e+00
   8.0000000000000000e+00   0.0000000000000000e+00
   7.0000000000000000e+00   0.0000000000000000e+00
   6.0000000000000000e+00   0.0000000000000000e+00
   5.0000000000000000e+00   0.0000000000000000e+00
   1.0000000000000000e+00   1.9300000000000000e+02
   2.0000000000000000e+00   1.9200000000000000e+02
   3.0000000000000000e+00   1.9100000000000000e+02
   4.0000000000000000e+00   1.9000000000000000e+02
   5.0000000000000000e+00   1.8900000000000000e+02
   6.0000000000000000e+00   1.8800000000000000e+02
   7.0000000000000000e+00   0.0000000000000000e+00
   8.0000000000000000e+00   0.0000000000000000e+00
   9.0000000000000000e+00   0.0000000000000000e+00
   1.0000000000000000e+01   0.0000000000000000e+00
