1.0000000000000000e+00 1.4510408342348670e-03 -6.7990020599073683e-03 0.0000000000000000e+0
2.0000000000000000e+00 0.0000000000000000e+00 -1.1683417055083811e-02 0.0000000000000000e+00
3.0000000000000000e+00 1.9547325135322108e-02 -1.4321608087694891e-02 0.0000000000000000e+00
4.0000000000000000e+00 4.0123456817108841e-02 -1.7964824131816839e-02 0.0000000000000000e+00
5.0000000000000000e+00 5.7613168752002529e-02 -2.5000000000000005e-02 0.0000000000000000e+00
6.0000000000000000e+00 7.4999999999999997e-02 -5.7788945053436746e-03 0.0000000000000000e+00
7.0000000000000000e+00 5.3600823038041888e-02 -6.2814074705364877e-04 0.0000000000000000e+00
8.0000000000000000e+00 2.4794238662040627e-02 0.0000000000000000e+00 0.0000000000000000e+00
9.0000000000000000e+00 2.4691357330149368e-03 -8.7939696711441260e-04 0.0000000000000000e+00
1.0000000000000000e+01 1.3631687197527779e-02 -4.3969848355720570e-04 0.0000000000000000e+00
1.1000000000000000e+01 3.4396433454040976e-02 -2.0938024901788024e-04 0.0000000000000000e+00
1.2000000000000000e+01 4.3998628246041324e-02 -4.1876049803576303e-04 0.0000000000000000e+00
1.3000000000000000e+01 6.4300411519020842e-02 -3.2035176261986501e-03 0.0000000000000000e+00
1.4000000000000000e+01 6.6306584376001246e-02 -1.5389447252671835e-02 0.0000000000000000e+00
1.5000000000000000e+01 4.8868312784555584e-02 -2.1482412065908413e-02 0.0000000000000000e+00
1.6000000000000000e+01 2.9835390976215258e-02 -1.6143216109755869e-02 0.0000000000000000e+00
1.7000000000000000e+01 9.7736625676611618e-03 -1.3002512571389365e-02 0.0000000000000000e+00
1.8000000000000000e+01 5.6915970951479058e-02 -1.2691854062176376e-02 0.0000000000000000e+00
1.9000000000000000e+01 4.8533870420011269e-02 -1.0456205202803720e-02 0.0000000000000000e+00
