1.0000000000000000e+00 1.0000000000000000e+00 1.0000000000000000e+01 1.3740774643511944e-02 0.0000000000000000e+00
2.0000000000000000e+00 1.0000000000000000e+00 1.7000000000000000e+01 1.0380249283315277e-02 0.0000000000000000e+00
3.0000000000000000e+00 3.0000000000000000e+00 8.0000000000000000e+00 1.5252493559231207e-02 0.0000000000000000e+00
4.0000000000000000e+00 3.0000000000000000e+00 1.0000000000000000e+01 1.5089804056664276e-02 0.0000000000000000e+00
5.0000000000000000e+00 4.0000000000000000e+00 1.1000000000000000e+01 1.8656221055625068e-02 0.0000000000000000e+00
6.0000000000000000e+00 4.0000000000000000e+00 1.2000000000000000e+01 1.7968898203404388e-02 0.0000000000000000e+00
7.0000000000000000e+00 4.0000000000000000e+00 1.9000000000000000e+01 1.1274502880083907e-02 0.0000000000000000e+00
8.0000000000000000e+00 5.0000000000000000e+00 1.8000000000000000e+01 1.2327876589251658e-02 0.0000000000000000e+00
9.0000000000000000e+00 7.0000000000000000e+00 1.8000000000000000e+01 1.2510930606371222e-02 0.0000000000000000e+00
1.0000000000000000e+01 7.0000000000000000e+00 1.9000000000000000e+01 1.1057344155797327e-02 0.0000000000000000e+00
1.1000000000000000e+01 8.0000000000000000e+00 1.6000000000000000e+01 1.6912026579360310e-02 0.0000000000000000e+00
1.2000000000000000e+01 1.0000000000000000e+01 1.7000000000000000e+01 1.3141866376207439e-02 0.0000000000000000e+00
1.3000000000000000e+01 1.1000000000000000e+01 1.6000000000000000e+01 1.6573781515437883e-02 0.0000000000000000e+00
1.4000000000000000e+01 1.2000000000000000e+01 1.9000000000000000e+01 1.1014477644347459e-02 0.0000000000000000e+00
1.5000000000000000e+01 1.3000000000000000e+01 1.4000000000000000e+01 1.2349963983487637e-02 0.0000000000000000e+00
1.6000000000000000e+01 1.3000000000000000e+01 1.8000000000000000e+01 1.2023247931314538e-02 0.0000000000000000e+00
1.7000000000000000e+01 1.4000000000000000e+01 1.8000000000000000e+01 9.7703955656986471e-03 0.0000000000000000e+00
1.8000000000000000e+01 1.5000000000000000e+01 1.8000000000000000e+01 1.1917999496082700e-02 0.0000000000000000e+00
1.9000000000000000e+01 1.5000000000000000e+01 1.9000000000000000e+01 1.1031277781072284e-02 0.0000000000000000e+00
2.0000000000000000e+01 1.8000000000000000e+01 1.9000000000000000e+01 8.6751216211674448e-03 0.0000000000000000e+00
