1.0000000000000000e+00 1.0000000000000000e+00
2.0000000000000000e+00 2.0000000000000000e+00
3.0000000000000000e+00 3.0000000000000000e+00
4.0000000000000000e+00 4.0000000000000000e+00
5.0000000000000000e+00 5.0000000000000000e+00
6.0000000000000000e+00 6.0000000000000000e+00
7.0000000000000000e+00 7.0000000000000000e+00
8.0000000000000000e+00 8.0000000000000000e+00
9.0000000000000000e+00 0.0000000000000000e+00
1.0000000000000000e+01 0.0000000000000000e+00
1.1000000000000000e+01 0.0000000000000000e+00
1.2000000000000000e+01 0.0000000000000000e+00
1.3000000000000000e+01 0.0000000000000000e+00
1.4000000000000000e+01 0.0000000000000000e+00
1.5000000000000000e+01 0.0000000000000000e+00
1.6000000000000000e+01 0.0000000000000000e+00
1.7000000000000000e+01 0.0000000000000000e+00
1.8000000000000000e+01 0.0000000000000000e+00
1.9000000000000000e+01 0.0000000000000000e+00
2.0000000000000000e+01 0.0000000000000000e+00
2.1000000000000000e+01 0.0000000000000000e+00
2.2000000000000000e+01 0.0000000000000000e+00
2.3000000000000000e+01 0.0000000000000000e+00
2.4000000000000000e+01 0.0000000000000000e+00
2.5000000000000000e+01 0.0000000000000000e+00
2.6000000000000000e+01 0.0000000000000000e+00
1.4000000000000000e+01 1.8000000000000000e+01
6.8000000000000000e+01 1.9000000000000000e+01
6.7000000000000000e+01 2.0000000000000000e+01
6.6000000000000000e+01 2.1000000000000000e+01
6.5000000000000000e+01 2.2000000000000000e+01
6.4000000000000000e+01 2.3000000000000000e+01
6.3000000000000000e+01 2.4000000000000000e+01
6.2000000000000000e+01 1.0000000000000000e+00
1.3700000000000000e+02 0.0000000000000000e+00
1.3600000000000000e+02 0.0000000000000000e+00
1.3500000000000000e+02 0.0000000000000000e+00
1.3400000000000000e+02 0.0000000000000000e+00
1.3300000000000000e+02 0.0000000000000000e+00
1.3200000000000000e+02 0.0000000000000000e+00
2.0000000000000000e+02 0.0000000000000000e+00
1.9900000000000000e+02 0.0000000000000000e+00
1.9800000000000000e+02 0.0000000000000000e+00
1.9700000000000000e+02 0.0000000000000000e+00
1.9600000000000000e+02 0.0000000000000000e+00
1.9500000000000000e+02 0.0000000000000000e+00
1.9400000000000000e+02 0.0000000000000000e+00
1.9300000000000000e+02 0.0000000000000000e+00
2.3800000000000000e+02 0.0000000000000000e+00
2.3700000000000000e+02 0.0000000000000000e+00
2.3600000000000000e+02 0.0000000000000000e+00
2.3500000000000000e+02 0.0000000000000000e+00
